"stat_property","month_edit","no_statement","no_claim","stat_claim_ratio"
"P1445","2016-02",4,16,4
"P1445","2016-03",1,4,4
"P1552","2015-06",1,4,4
"P1652","2015-07",5,20,4
"P1692","2015-01",1,4,4
"P1786","2015-03",1,4,4
"P1805","2015-10",16,64,4
"P185","2014-07",5,20,4
"P199","2015-05",1,4,4
"P1990","2015-08",7,28,4
"P1990","2015-11",1,4,4
"P2118","2016-07",1,4,4
"P2238","2016-01",1,4,4
"P224","2013-03",3,12,4
"P2293","2016-02",1,4,4
"P2306","2016-02",1,4,4
"P2377","2016-08",6,24,4
"P2404","2016-03",3,12,4
"P2417","2015-12",1,4,4
"P2567","2016-07",1,4,4
"P2645","2016-03",1,4,4
"P2825","2016-08",1,4,4
"P284","2013-04",2,8,4
"P2852","2016-08",2,8,4
"P296","2016-10",1,4,4
"P3103","2016-08",4,16,4
"P35","2014-01",2,8,4
"P355","2013-12",2,8,4
"P355","2014-01",7,28,4
"P369","2013-03",1,4,4
"P406","2014-03",5,20,4
"P444","2015-08",3,12,4
"P444","2015-09",1,4,4
"P447","2015-09",1,4,4
"P450","2014-11",1,4,4
"P469","2016-05",2,8,4
"P520","2015-07",2,8,4
"P530","2015-02",1,4,4
"P554","2015-10",1,4,4
"P578","2013-05",1,4,4
"P598","2014-04",1,4,4
"P638","2014-10",1,4,4
"P638","2014-12",2,8,4
"P638","2015-02",1,4,4
"P658","2015-03",3,12,4
"P658","2016-05",1,4,4
"P658","2016-09",5,20,4
"P680","2016-07",6,24,4
"P682","2016-07",4,16,4
"P686","2013-10",1,4,4
"P704","2016-02",5,20,4
"P726","2013-12",1,4,4
"P726","2014-12",2,8,4
"P726","2016-09",5,20,4
"P737","2013-08",1,4,4
"P737","2013-10",5,20,4
"P769","2013-08",1,4,4
"P780","2013-12",1,4,4
"P790","2015-06",1,4,4
"P823","2016-09",1,4,4
"P837","2013-12",4,16,4
"P849","2016-02",1,4,4
"P859","2014-10",2,8,4
"P870","2015-01",6,24,4
"P878","2015-02",1,4,4
"P907","2013-09",2,8,4
"P940","2014-09",1,4,4
"P946","2016-01",5,20,4
"P991","2014-09",5,20,4
"P161","2014-10",462,1843,3.98917748917749
"P47","2015-06",93,369,3.96774193548387
"P2860","2016-08",51593,204581,3.96528598840928
"P180","2014-11",445,1764,3.96404494382022
"P161","2014-12",18606,73247,3.93674083628937
"P528","2013-10",5789,22770,3.93332181723959
"P737","2016-04",80,314,3.925
"P639","2015-06",662,2591,3.91389728096677
"P527","2013-05",75,293,3.90666666666667
"P725","2015-09",40,156,3.9
"P527","2016-02",764,2968,3.8848167539267
"P134","2016-06",24,93,3.875
"P190","2016-05",40,155,3.875
"P705","2013-08",8,31,3.875
"P1411","2015-10",291,1127,3.87285223367698
"P180","2014-03",53,205,3.86792452830189
"P2094","2016-08",68,263,3.86764705882353
"P639","2014-09",20075,77486,3.85982565379826
"P1283","2016-07",7,27,3.85714285714286
"P355","2015-03",7,27,3.85714285714286
"P1344","2015-11",285,1093,3.83508771929825
"P1344","2016-05",510,1955,3.83333333333333
"P35","2014-06",12,46,3.83333333333333
"P494","2014-06",18,69,3.83333333333333
"P639","2015-04",6,23,3.83333333333333
"P658","2016-01",6,23,3.83333333333333
"P2417","2016-09",120,459,3.825
"P185","2013-05",5,19,3.8
"P639","2014-05",5,19,3.8
"P639","2014-12",10,38,3.8
"P725","2014-06",5,19,3.8
"P832","2013-10",5,19,3.8
"P710","2015-05",63,239,3.79365079365079
"P725","2014-04",19,72,3.78947368421053
"P1978","2015-11",313,1185,3.78594249201278
"P161","2016-08",1855,7015,3.78167115902965
"P47","2016-05",984,3707,3.76727642276423
"P47","2015-10",182,684,3.75824175824176
"P1029","2015-01",8,30,3.75
"P1029","2015-03",4,15,3.75
"P1037","2014-08",16,60,3.75
"P1363","2015-06",4,15,3.75
"P180","2013-08",176,660,3.75
"P542","2016-03",4,15,3.75
"P554","2015-03",4,15,3.75
"P728","2014-01",12,45,3.75
"P728","2014-04",4,15,3.75
"P940","2014-04",4,15,3.75
"P974","2015-06",146,546,3.73972602739726
"P121","2014-11",34,127,3.73529411764706
"P527","2015-12",448,1669,3.72544642857143
"P527","2015-08",551,2051,3.72232304900181
"P1383","2016-04",7,26,3.71428571428571
"P161","2014-02",133,494,3.71428571428571
"P35","2016-09",7,26,3.71428571428571
"P639","2016-03",7,26,3.71428571428571
"P710","2014-05",59,219,3.71186440677966
"P2239","2015-10",676,2507,3.7085798816568
"P1037","2015-03",17,63,3.70588235294118
"P1215","2014-04",10,37,3.7
"P2093","2016-03",1608,5946,3.69776119402985
"P444","2013-05",13,48,3.69230769230769
"P190","2014-01",19,70,3.68421052631579
"P47","2015-04",314,1156,3.68152866242038
"P710","2014-07",69,254,3.68115942028985
"P520","2013-05",234,861,3.67948717948718
"P527","2015-07",615,2262,3.67804878048781
"P800","2014-06",67,246,3.67164179104478
"P129","2016-04",1986,7287,3.66918429003021
"P1283","2015-04",3,11,3.66666666666667
"P1327","2016-05",3,11,3.66666666666667
"P1671","2015-02",3,11,3.66666666666667
"P444","2014-03",3,11,3.66666666666667
"P638","2014-05",3,11,3.66666666666667
"P674","2013-12",3,11,3.66666666666667
"P681","2016-07",3,11,3.66666666666667
"P704","2015-04",3,11,3.66666666666667
"P180","2016-10",47,172,3.65957446808511
"P530","2014-05",17,62,3.64705882352941
"P444","2016-04",14,51,3.64285714285714
"P974","2016-05",11,40,3.63636363636364
"P180","2016-04",3428,12456,3.63360560093349
"P669","2014-05",1895,6884,3.63271767810026
"P190","2013-12",58,210,3.62068965517241
"P355","2015-08",67,242,3.61194029850746
"P286","2014-10",18,65,3.61111111111111
"P1346","2016-07",236,852,3.61016949152542
"P1411","2016-05",364,1313,3.60714285714286
"P180","2015-09",701,2528,3.60627674750357
"P527","2013-06",93,335,3.60215053763441
"P1082","2016-05",13522,48703,3.60176009466055
"P1420","2014-07",10,36,3.6
"P1806","2016-08",5,18,3.6
"P54","2016-05",55499,199501,3.59467738157444
"P915","2015-11",74,266,3.59459459459459
"P638","2013-07",17,61,3.58823529411765
"P527","2015-05",532,1900,3.57142857142857
"P710","2016-02",87,310,3.5632183908046
"P492","2015-02",505,1796,3.55643564356436
"P450","2015-06",9,32,3.55555555555556
"P530","2014-02",9,32,3.55555555555556
"P1112","2014-09",38,135,3.55263157894737
"P54","2016-04",46772,166025,3.54966646711708
"P2404","2016-06",11,39,3.54545454545455
"P2407","2016-04",11,39,3.54545454545455
"P462","2014-12",59,209,3.54237288135593
"P1951","2015-06",13,46,3.53846153846154
"P2321","2015-12",13,46,3.53846153846154
"P47","2014-04",73,257,3.52054794520548
"P704","2014-10",23575,82976,3.51966065747614
"P47","2015-01",126,443,3.51587301587302
"P681","2015-10",20975,73555,3.50679380214541
"P1346","2016-03",530,1858,3.50566037735849
"P1068","2014-01",8,28,3.5
"P1073","2015-03",2,7,3.5
"P1075","2015-10",6,21,3.5
"P1132","2016-10",2,7,3.5
"P1190","2016-05",2,7,3.5
"P1283","2015-10",6,21,3.5
"P1327","2015-09",4,14,3.5
"P1383","2015-08",10,35,3.5
"P1414","2016-01",2,7,3.5
"P1445","2014-09",10,35,3.5
"P1450","2014-08",2,7,3.5
"P1479","2014-11",2,7,3.5
"P160","2013-09",2,7,3.5
"P2377","2015-12",2,7,3.5
"P2573","2016-04",2,7,3.5
"P35","2013-07",4,14,3.5
"P35","2014-02",4,14,3.5
"P351","2013-06",2,7,3.5
"P387","2014-02",2,7,3.5
"P469","2013-05",8,28,3.5
"P479","2015-08",2,7,3.5
"P529","2013-05",2,7,3.5
"P680","2014-05",4,14,3.5
"P680","2016-04",2,7,3.5
"P705","2013-07",8,28,3.5
"P705","2014-01",2,7,3.5
"P705","2014-08",2,7,3.5
"P724","2014-08",2,7,3.5
"P738","2015-04",10,35,3.5
"P767","2013-11",2,7,3.5
"P767","2016-01",16,56,3.5
"P674","2015-08",61,213,3.49180327868852
"P190","2016-06",40,139,3.475
"P639","2015-08",33577,116436,3.46773088721446
"P47","2016-03",2551,8836,3.46373970991768
"P725","2014-02",54,187,3.46296296296296
"P1302","2014-12",13,45,3.46153846153846
"P737","2014-10",13,45,3.46153846153846
"P113","2013-02",33,114,3.45454545454545
"P180","2014-08",1613,5572,3.45443273403596
"P710","2014-04",42,145,3.45238095238095
"P55","2013-02",9,31,3.44444444444444
"P608","2013-10",9,31,3.44444444444444
"P608","2014-09",41,141,3.4390243902439
"P47","2016-10",23,79,3.43478260869565
"P54","2013-03",12014,41202,3.42949891792908
"P160","2013-02",7,24,3.42857142857143
"P371","2014-08",7,24,3.42857142857143
"P859","2014-08",7,24,3.42857142857143
"P1082","2014-05",652,2234,3.42638036809816
"P527","2016-08",840,2873,3.4202380952381
"P2407","2016-06",12,41,3.41666666666667
"P1455","2016-05",17,58,3.41176470588235
"P527","2016-03",1553,5283,3.40180296200901
"P1344","2016-10",10,34,3.4
"P210","2015-09",5,17,3.4
"P704","2014-11",5,17,3.4
"P180","2016-07",1633,5542,3.3937538273117
"P737","2016-07",44,149,3.38636363636364
"P639","2016-08",6901,23309,3.37762643095204
"P2643","2016-09",3124,10550,3.37708066581306
"P2415","2016-08",8,27,3.375
"P870","2016-02",8,27,3.375
"P639","2015-12",297,1002,3.37373737373737
"P674","2015-10",51,172,3.37254901960784
"P704","2016-05",542,1826,3.3690036900369
"P161","2013-03",361,1215,3.36565096952909
"P1029","2015-08",11,37,3.36363636363636
"P800","2014-08",75,252,3.36
"P1880","2015-05",14,47,3.35714285714286
"P527","2013-09",230,770,3.34782608695652
"P161","2016-06",1153,3859,3.34692107545533
"P680","2016-03",92991,311076,3.34522695744749
"P2237","2015-10",38,127,3.34210526315789
"P9","2015-02",6807,22742,3.34097252827971
"P161","2015-08",2720,9084,3.33970588235294
"P1075","2014-11",3,10,3.33333333333333
"P121","2013-10",3,10,3.33333333333333
"P1308","2015-09",6,20,3.33333333333333
"P1393","2014-08",3,10,3.33333333333333
"P1408","2015-08",3,10,3.33333333333333
"P1594","2016-07",3,10,3.33333333333333
"P199","2013-10",3,10,3.33333333333333
"P2129","2015-11",3,10,3.33333333333333
"P2441","2016-04",3,10,3.33333333333333
"P352","2014-10",3,10,3.33333333333333
"P520","2016-09",3,10,3.33333333333333
"P923","2016-08",3,10,3.33333333333333
"P527","2015-03",382,1273,3.33246073298429
"P121","2013-02",40,133,3.325
"P190","2016-08",28,93,3.32142857142857
"P674","2016-02",25,83,3.32
"P161","2014-09",556,1845,3.31834532374101
"P7","2015-03",1300,4288,3.29846153846154
"P1383","2014-08",17,56,3.29411764705882
"P2789","2016-09",304,1001,3.29276315789474
"P598","2016-09",48,158,3.29166666666667
"P348","2014-11",138,454,3.28985507246377
"P1112","2016-07",731,2402,3.2859097127223
"P520","2013-08",7,23,3.28571428571429
"P658","2016-03",7,23,3.28571428571429
"P98","2013-02",7,23,3.28571428571429
"P355","2014-02",11,36,3.27272727272727
"P710","2014-02",11,36,3.27272727272727
"P398","2015-09",79,258,3.26582278481013
"P725","2015-11",19,62,3.26315789473684
"P527","2015-02",517,1686,3.26112185686654
"P47","2015-09",74,241,3.25675675675676
"P1075","2016-05",4,13,3.25
"P134","2014-10",4,13,3.25
"P134","2015-09",4,13,3.25
"P1652","2015-04",4,13,3.25
"P2851","2016-05",4,13,3.25
"P355","2014-03",4,13,3.25
"P492","2015-07",12,39,3.25
"P530","2013-08",4,13,3.25
"P737","2016-10",4,13,3.25
"P924","2016-02",8,26,3.25
"P802","2016-05",113,366,3.23893805309735
"P878","2013-10",13,42,3.23076923076923
"P974","2016-02",65,210,3.23076923076923
"P488","2016-05",57,184,3.2280701754386
"P7","2015-02",11081,35761,3.22723580904251
"P180","2014-07",2261,7279,3.21937195931004
"P1029","2016-03",24,77,3.20833333333333
"P527","2013-10",196,628,3.20408163265306
"P1037","2015-02",25,80,3.2
"P1308","2016-06",15,48,3.2
"P393","2013-05",5,16,3.2
"P682","2016-09",10,32,3.2
"P937","2014-11",5,16,3.2
"P674","2013-10",21,67,3.19047619047619
"P47","2015-05",79,252,3.18987341772152
"P47","2015-07",49,156,3.18367346938776
"P1029","2016-02",11,35,3.18181818181818
"P180","2014-09",704,2240,3.18181818181818
"P780","2016-04",39,124,3.17948717948718
"P681","2013-12",704,2238,3.17897727272727
"P530","2014-04",28,89,3.17857142857143
"P800","2014-02",45,143,3.17777777777778
"P180","2015-06",1519,4824,3.17577353522054
"P639","2016-05",1268,4026,3.17507886435331
"P737","2016-03",135,428,3.17037037037037
"P185","2016-07",24,76,3.16666666666667
"P2407","2016-05",6,19,3.16666666666667
"P355","2013-08",6,19,3.16666666666667
"P725","2016-07",36,114,3.16666666666667
"P1174","2016-04",19,60,3.15789473684211
"P637","2015-09",795,2507,3.15345911949686
"P1308","2014-07",7,22,3.14285714285714
"P2773","2016-06",21,66,3.14285714285714
"P6","2013-06",56,176,3.14285714285714
"P725","2015-08",7,22,3.14285714285714
"P726","2015-11",7,22,3.14285714285714
"P190","2014-12",44,138,3.13636363636364
"P180","2015-03",726,2276,3.13498622589532
"P161","2013-07",208,649,3.12019230769231
"P121","2015-08",43,134,3.11627906976744
"P527","2013-12",783,2437,3.11238825031929
"P2521","2016-01",818,2539,3.1039119804401
"P705","2015-11",12599,39062,3.10040479403127
"P618","2014-05",10,31,3.1
"P490","2013-05",19487,60279,3.09329296454046
"P681","2015-12",710,2195,3.09154929577465
"P974","2014-05",11,34,3.09090909090909
"P1549","2015-09",23,71,3.08695652173913
"P767","2014-12",25,77,3.08
"P450","2015-07",502,1544,3.07569721115538
"P161","2013-11",2417,7431,3.07447248655358
"P355","2013-07",27,83,3.07407407407407
"P528","2014-05",69,212,3.07246376811594
"P1037","2016-06",42,129,3.07142857142857
"P609","2014-09",28,86,3.07142857142857
"P968","2016-02",15,46,3.06666666666667
"P2789","2016-05",31,95,3.06451612903226
"P553","2014-06",354,1084,3.06214689265537
"P704","2015-12",1339,4095,3.05825242718447
"P488","2014-05",35,107,3.05714285714286
"P1112","2015-02",701,2143,3.05706134094151
"P180","2015-10",796,2433,3.05653266331658
"P692","2015-10",7823,23894,3.05432698453279
"P348","2015-11",316,964,3.0506329113924
"P528","2014-03",41,125,3.04878048780488
"P767","2014-09",22,67,3.04545454545455
"P47","2014-10",91,277,3.04395604395604
"P400","2013-11",24,73,3.04166666666667
"P639","2015-09",16170,48912,3.02486085343228
"P638","2015-12",84,253,3.01190476190476
"P674","2015-07",86,259,3.01162790697674
"P1346","2016-04",635,1909,3.00629921259843
"P100","2013-07",1,3,3
"P1012","2014-10",3,9,3
"P1023","2013-11",1,3,3
"P1029","2015-04",1,3,3
"P1041","2014-07",1,3,3
"P1055","2013-12",1,3,3
"P1060","2016-02",1,3,3
"P1065","2016-03",2,6,3
"P1072","2014-05",4,12,3
"P1073","2016-06",2,6,3
"P1106","2015-09",1,3,3
"P1106","2016-04",1,3,3
"P1121","2015-04",1,3,3
"P1150","2015-03",3,9,3
"P1162","2016-03",1,3,3
"P1174","2014-09",2,6,3
"P1193","2015-12",3,9,3
"P1195","2014-11",1,3,3
"P1215","2014-09",1,3,3
"P1215","2015-09",2,6,3
"P1246","2015-05",1,3,3
"P1283","2014-10",1,3,3
"P129","2013-06",2,6,3
"P1336","2016-05",5,15,3
"P134","2014-01",1,3,3
"P134","2014-07",5,15,3
"P134","2015-11",5,15,3
"P1363","2016-07",2,6,3
"P1383","2015-07",7,21,3
"P1431","2015-05",4,12,3
"P1445","2014-10",3,9,3
"P1445","2015-12",1,3,3
"P1450","2016-04",1,3,3
"P1450","2016-08",1,3,3
"P1450","2016-09",1,3,3
"P1531","2016-05",1,3,3
"P1535","2015-03",4,12,3
"P1547","2016-06",1,3,3
"P1592","2014-12",1,3,3
"P1592","2015-07",1,3,3
"P1628","2015-06",1,3,3
"P1628","2015-07",2,6,3
"P1628","2016-05",1,3,3
"P1640","2016-01",1,3,3
"P1651","2015-04",12,36,3
"P1652","2015-10",3,9,3
"P1671","2015-04",4,12,3
"P1685","2014-12",1,3,3
"P1688","2016-07",1,3,3
"P1775","2016-06",1,3,3
"P1787","2015-05",1,3,3
"P1815","2015-12",1,3,3
"P1840","2015-05",2,6,3
"P1880","2015-07",2,6,3
"P1909","2016-04",2,6,3
"P1936","2015-08",1,3,3
"P199","2014-12",1,3,3
"P2","2013-03",1,3,3
"P205","2013-09",4,12,3
"P2119","2016-08",8,24,3
"P2186","2016-07",2,6,3
"P2238","2016-08",1,3,3
"P2240","2016-08",1,3,3
"P2259","2015-10",1,3,3
"P2283","2016-06",5,15,3
"P2283","2016-10",1,3,3
"P2289","2016-09",1,3,3
"P2295","2015-11",1,3,3
"P2360","2015-12",1,3,3
"P2377","2016-03",1,3,3
"P2404","2016-05",8,24,3
"P2404","2016-07",6,18,3
"P2407","2016-07",6,18,3
"P2441","2016-01",1,3,3
"P2442","2016-06",2,6,3
"P2535","2016-04",1,3,3
"P2652","2016-03",1,3,3
"P2849","2016-07",1,3,3
"P2853","2016-08",1,3,3
"P2854","2016-06",1,3,3
"P2881","2016-05",1,3,3
"P2986","2016-07",7,21,3
"P3013","2016-07",1,3,3
"P3078","2016-08",1,3,3
"P3173","2016-10",1,3,3
"P35","2013-12",5,15,3
"P355","2013-05",7,21,3
"P355","2014-04",4,12,3
"P369","2013-05",5,15,3
"P369","2013-07",1,3,3
"P369","2014-02",1,3,3
"P369","2014-05",1,3,3
"P371","2013-03",1,3,3
"P371","2016-07",23,69,3
"P398","2016-03",1,3,3
"P411","2014-02",1,3,3
"P416","2015-10",1,3,3
"P444","2015-02",8,24,3
"P447","2016-04",1,3,3
"P447","2016-07",1,3,3
"P450","2013-04",3,9,3
"P450","2015-02",1,3,3
"P450","2016-03",1,3,3
"P453","2016-07",1,3,3
"P462","2016-10",1,3,3
"P469","2013-12",1,3,3
"P487","2015-03",9,27,3
"P498","2015-12",1,3,3
"P51","2013-11",2,6,3
"P518","2016-06",1,3,3
"P521","2016-08",1,3,3
"P530","2015-07",163,489,3
"P531","2016-04",1,3,3
"P532","2013-12",1,3,3
"P537","2015-12",1,3,3
"P560","2016-02",1,3,3
"P565","2013-07",1,3,3
"P578","2013-07",1,3,3
"P578","2014-03",1,3,3
"P578","2016-03",1,3,3
"P598","2013-06",8,24,3
"P598","2013-11",2,6,3
"P626","2015-07",1,3,3
"P636","2014-10",1,3,3
"P642","2016-01",1,3,3
"P680","2014-06",1,3,3
"P680","2014-08",1,3,3
"P680","2015-09",4,12,3
"P681","2015-02",2,6,3
"P704","2015-05",3,9,3
"P725","2013-07",1,3,3
"P726","2013-10",4,12,3
"P726","2013-11",1,3,3
"P726","2014-11",2,6,3
"P728","2013-07",1,3,3
"P728","2015-08",9,27,3
"P736","2014-10",1,3,3
"P737","2013-11",7,21,3
"P737","2014-01",3,9,3
"P767","2015-07",6,18,3
"P78","2014-04",1,3,3
"P780","2014-07",1,3,3
"P780","2015-07",1,3,3
"P799","2013-11",1,3,3
"P800","2013-08",5,15,3
"P803","2016-01",1,3,3
"P811","2016-08",1,3,3
"P817","2014-02",1,3,3
"P821","2015-04",1,3,3
"P832","2014-08",1,3,3
"P832","2015-07",6,18,3
"P849","2015-12",1,3,3
"P849","2016-09",1,3,3
"P855","2014-03",1,3,3
"P859","2015-01",2,6,3
"P868","2015-01",1,3,3
"P892","2015-08",1,3,3
"P897","2013-10",1,3,3
"P912","2014-03",27,81,3
"P912","2016-01",3,9,3
"P912","2016-08",3,9,3
"P917","2013-11",1,3,3
"P923","2015-05",1,3,3
"P923","2016-01",1,3,3
"P924","2014-08",1,3,3
"P967","2015-05",1,3,3
"P999","2014-09",1,3,3
"P681","2016-03",73627,219753,2.98467953332337
"P639","2014-10",34244,102116,2.98201144726083
"P680","2016-05",59345,176458,2.97342657342657
"P637","2015-12",406,1204,2.96551724137931
"P98","2014-03",28,83,2.96428571428571
"P121","2014-01",27,80,2.96296296296296
"P129","2016-08",255,755,2.96078431372549
"P438","2013-11",23,68,2.95652173913043
"P1029","2016-04",22,65,2.95454545454545
"P767","2014-10",21,62,2.95238095238095
"P190","2016-07",20,59,2.95
"P1037","2015-04",19,56,2.94736842105263
"P355","2016-08",55,162,2.94545454545455
"P306","2014-10",35,103,2.94285714285714
"P1411","2015-12",1238,3642,2.94184168012924
"P527","2014-05",547,1608,2.93967093235832
"P61","2016-04",45,132,2.93333333333333
"P180","2014-02",140,410,2.92857142857143
"P528","2013-12",14,41,2.92857142857143
"P528","2013-06",13,38,2.92307692307692
"P529","2016-04",13,38,2.92307692307692
"P527","2014-01",219,640,2.92237442922374
"P974","2015-12",12,35,2.91666666666667
"P527","2014-03",301,877,2.91362126245847
"P639","2013-12",301,877,2.91362126245847
"P517","2013-08",11,32,2.90909090909091
"P1363","2014-12",10,29,2.9
"P598","2014-07",9,26,2.88888888888889
"P780","2015-03",9,26,2.88888888888889
"P527","2015-11",860,2481,2.88488372093023
"P99","2013-04",17,49,2.88235294117647
"P47","2013-08",2447,7036,2.87535758071107
"P1308","2016-04",16,46,2.875
"P726","2014-02",8,23,2.875
"P767","2016-04",8,23,2.875
"P737","2015-12",47,135,2.87234042553191
"P355","2014-08",15,43,2.86666666666667
"P725","2014-09",15,43,2.86666666666667
"P1195","2016-09",14,40,2.85714285714286
"P1542","2016-03",21,60,2.85714285714286
"P286","2016-02",77,220,2.85714285714286
"P638","2016-08",646,1844,2.85448916408669
"P1038","2016-01",276,787,2.85144927536232
"P2377","2016-07",40,114,2.85
"P1871","2016-05",1012,2881,2.84683794466403
"P681","2015-11",10314,29354,2.84603451619158
"P790","2015-11",58,165,2.8448275862069
"P462","2016-06",252,715,2.83730158730159
"P2321","2016-01",85,241,2.83529411764706
"P1215","2014-11",6,17,2.83333333333333
"P1383","2015-04",12,34,2.83333333333333
"P1815","2015-11",6,17,2.83333333333333
"P2295","2016-09",6,17,2.83333333333333
"P492","2016-04",54,153,2.83333333333333
"P9","2015-07",244,691,2.83196721311475
"P639","2013-09",1589,4498,2.83071113908118
"P725","2015-10",76,215,2.82894736842105
"P737","2016-08",29,82,2.82758620689655
"P2139","2016-08",11,31,2.81818181818182
"P973","2013-10",11,31,2.81818181818182
"P1549","2015-01",43,121,2.81395348837209
"P492","2014-11",434,1221,2.81336405529954
"P400","2013-08",37,104,2.81081081081081
"P1598","2015-03",21,59,2.80952380952381
"P190","2015-08",30,84,2.8
"P1963","2015-07",5,14,2.8
"P210","2016-07",5,14,2.8
"P238","2014-02",5,14,2.8
"P2614","2016-08",10,28,2.8
"P355","2015-05",15,42,2.8
"P490","2015-04",5,14,2.8
"P520","2015-09",5,14,2.8
"P540","2013-06",15,42,2.8
"P674","2015-05",15,42,2.8
"P703","2015-07",10,28,2.8
"P737","2014-09",5,14,2.8
"P739","2013-08",5,14,2.8
"P1344","2016-07",2233,6250,2.79892521271832
"P2046","2016-05",1390,3886,2.79568345323741
"P460","2014-08",646,1806,2.79566563467492
"P200","2013-04",39,109,2.79487179487179
"P133","2013-05",34,95,2.79411764705882
"P527","2014-04",270,754,2.79259259259259
